NBI #,Route,Place,County,FeatureIntersected,FacilityCarried,Location,Built,Reconstructed,Length,Suffrating,MaterialDesign,DesignConstruction,Status,FunctionalClass,View
6586,,Columbia ,Boone,'IS 70,'ST CHARLES RD E,'S 10 T 48 N R 12 W,1957,1991,5.9,9.62,Steel continuous,Stringer/Multi-beam or Girder,,"Collector, Urban",308725
6599,,Columbia,Boone,'IS 70,'RP IS70W TO LP70W,'S 5 T 48 N R 12 W,1957,2000,5.6,5.53,Steel continuous,Stringer/Multi-beam or Girder,Structurally Deficient,"Principal Arterial - Interstate, Urban",308735
6616,70,Columbia ,Boone,'LIT CEDAR CR,'IS 70 W,'S 8 T 48 N R 11 W,1961,1987,4.1,8.5,Concrete,Tee Beam,,"Principal Arterial - Interstate, Rural",308754
6658,70,Columbia,Boone,'MO 763,'IS 70 W,'S 1 T 48 N R 13 W,1957,2000,5,5.96,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",308796
6683,70,Columbia,Boone,'LP 70,'IS 70 E,'S 2 T 48 N R 13 W,1957,2000,5,5.17,Concrete continuous,Slab,Structurally Deficient,"Principal Arterial - Interstate, Urban",308812
6684,70,Columbia,Boone,'CST GARTH AVE,'IS 70 W,'S 1 T 48 N R 13 W,1957,2000,3.4,6.41,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",308813
6687,,Columbia,Boone,'HINKSON CR,'RP US63C TO IS70W,'S 8 T 48 N R 12 W,1957,2004,5.9,8.31,Concrete,Tee Beam,,"Principal Arterial - Interstate, Urban",308816
6704,Y,Cedar ,Boone,'CONNER CR,'RT Y E,'S 20 T 46 N R 11 W,1956,2000,1.1,6.47,Concrete continuous,Culvert (includes frame culverts),Functionally Obsolete,"Major Collector, Rural",308834
6722,Y,Cedar ,Boone,'BRUSHY CR,'RT Y E,'S 18 T 46 N R 11 W,1956,2000,0.8,7.93,Concrete continuous,Culvert (includes frame culverts),Functionally Obsolete,"Major Collector, Rural",308852
6723,Y,Cedar ,Boone,'CEDAR CR,'RT Y E,'S 21 T 46 N R 11 W,1956,2007,6.5,5.42,Steel continuous,Stringer/Multi-beam or Girder,,"Major Collector, Rural",308853
7220,ZZ,Columbia,Boone,'HUTH CR,'RT ZZ S,'S 8 T 48 N R 13 W,1958,2000,1.1,8.13,Concrete continuous,Culvert (includes frame culverts),,"Local, Urban",309319
7256,FF,Columbia,Boone,'YOUNGS BR,'RT FF E,'S 2 T 50 N R 11 W,1961,2000,0.8,7.71,Concrete continuous,Culvert (includes frame culverts),,"Major Collector, Rural",309352
7295,OO,Rocky Fork ,Boone,'HINKSON CR,'RT OO E,'S 19 T 50 N R 11 W,1961,2000,2.5,2.65,Concrete,Channel Beam,Structurally Deficient,"Minor Collector, Rural",309387
73,163,Columbia,Boone,'FLAT BR,'MO 163 S,'S 13 T 48 N R 13 W,1957,2000,1.6,9.15,Concrete continuous,Culvert (includes frame culverts),,"Principal Arterial - Other, Urban",309391
7302,HH,Columbia ,Boone,'HINKSON CR,'RT HH E,'S 11 T 49 N R 12 W,1961,2000,5.3,4.47,Steel continuous,Stringer/Multi-beam or Girder,Structurally Deficient,"Collector, Urban",309395
7394,70,Columbia ,Boone,'LIT CEDAR CR,'OR 70 E,'S 8 T 48 N R 11 W,1961,2000,4.1,3.83,Concrete,Tee Beam,Structurally Deficient,"Local, Rural",309489
7403,UU,Missouri ,Boone,'SUGAR BR,'RT UU E,'S 13 T 48 N R 14 W,1960,2000,2.7,0.2,Concrete,Channel Beam,Structurally Deficient,"Minor Collector, Rural",309497
76,70,Columbia,Boone,'PERCHE CR,'IS 70 E,'S 8 T 48 N R 13 W,1958,2000,21.8,8.47,Steel,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",309672
7651,F,Perche ,Boone,'BLAZE CR,'RT F S,'S 1 T 50 N R 14 W,1953,2000,0.8,6.67,Concrete continuous,Culvert (includes frame culverts),,"Major Collector, Rural",309718
7978,Y,Cedar ,Boone,'FOWLER CR,'RT Y E,'S 12 T 46 N R 12 W,1956,2000,0.9,7.91,Concrete continuous,Culvert (includes frame culverts),,"Major Collector, Rural",310005
8057,NN,Perche ,Boone,'PERCHE CREEK,'RT NN S,'S 17 T 50 N R 13 W,1962,2009,6.1,8.08,Steel continuous,Stringer/Multi-beam or Girder,,"Minor Collector, Rural",310080
8098,UU,Missouri ,Boone,'CR,'RT UU E,'S 7 T 48 N R 13 W,1960,2000,0.7,8.62,Concrete continuous,Culvert (includes frame culverts),,"Minor Collector, Rural",310120
8297,63,Columbia ,Boone,'STUB HOSS CR,'OR 63 S,'S 35 T 47 N R 12 W,1962,2000,0.8,9.89,Concrete continuous,Culvert (includes frame culverts),,"Local, Rural",310328
8667,124,Perche ,Boone,'READER BR,'MO 124 E,'S 9 T 50 N R 13 W,1932,2000,0.8,5.71,Concrete continuous,Culvert (includes frame culverts),Functionally Obsolete,"Major Collector, Rural",310651
8668,124,Perche ,Boone,'GRINDSTONE CR,'MO 124 E,'S 11 T 50 N R 13 W,1932,2000,3.7,1.97,Steel,Stringer/Multi-beam or Girder,Structurally Deficient,"Major Collector, Rural",310652
8803,K,Cedar ,Boone,'SUTTON BR,'RT K E,'S 11 T 47 N R 13 W,1933,2000,0.6,5.02,Concrete continuous,Culvert (includes frame culverts),Functionally Obsolete,"Minor Arterial, Urban",310768
8804,K,Cedar ,Boone,'UNION CR,'RT K E,'S 9 T 47 N R 13 W,1933,2000,0.7,5.22,Concrete continuous,Culvert (includes frame culverts),Functionally Obsolete,"Minor Arterial, Urban",310769
896,63,Cedar ,Boone,'BASS CR,'US 63 S,'S 27 T 47 N R 12 W,1962,1973,1.2,6.98,Concrete continuous,Culvert (includes frame culverts),,"Principal Arterial - Other, Rural",310885
9122,M,Cedar ,Boone,'GRIDER BR,'RT M E,'S 26 T 46 N R 13 W,1935,2000,0.8,9.37,Concrete continuous,Culvert (includes frame culverts),,"Minor Collector, Rural",311027
9234,V,Sturgeon,Boone,'SALING CR,'RT V S,'S 8 T 51 N R 12 W,1940,2000,0.8,9.24,Concrete continuous,Culvert (includes frame culverts),,"Major Collector, Rural",311122
9482,163,Cedar ,Boone,'BONNE FEMME CR,'MO 163 S,'S 9 T 47 N R 12 W,1958,2000,1,4.14,Concrete,Channel Beam,Functionally Obsolete,"Major Collector, Rural",311321
9787,O,Missouri ,Boone,'TERRARIN CR,'RT O S,'S 22 T 48 N R 14 W,1947,2000,0.8,9.92,Concrete continuous,Culvert (includes frame culverts),,"Major Collector, Rural",311575
11781,63,Prairie ,Randolph,'US 63,'MO 22 E,'S 36 T 52 N R 13 W,1999,0,10,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other, Rural",661444
11781,63,Prairie ,Randolph,'US 63,'MO 22 E,'S 36 T 52 N R 13 W,1999,0,10,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other, Rural",661445
129,70,Columbia ,Boone,'IS 70,'RT BB E,'S 7 T 48 N R 14 W,1958,0,7.1,0,Concrete continuous,Slab,,"Principal Arterial - Interstate, Rural",661771
129,70,Columbia ,Boone,'IS 70,'RT BB E,'S 7 T 48 N R 14 W,1958,0,7.1,0,Concrete continuous,Slab,,"Principal Arterial - Interstate, Rural",661772
143,70,Columbia ,Boone,'IS 70,'US 40 E,'S 7 T 48 N R 13 W,1958,0,8.3,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",661905
143,70,Columbia ,Boone,'IS 70,'US 40 E,'S 7 T 48 N R 13 W,1958,0,8.3,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",661906
2064,63,Columbia ,Boone,'US 63,'RT AC E,'S 29 T 48 N R 12 W,1968,0,6.9,0,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",662275
2064,63,Columbia ,Boone,'US 63,'RT AC E,'S 29 T 48 N R 12 W,1968,0,6.9,0,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",662276
2886,63,Columbia,Boone,'US 63,'RT WW E,'S 17 T 48 N R 12 W,1976,0,8.1,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",662789
2886,63,Columbia,Boone,'US 63,'RT WW E,'S 17 T 48 N R 12 W,1976,0,8.1,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",662790
2890,740,Columbia,Boone,'MO 740,'US 63 N,'S 20 T 48 N R 12 W,1976,0,6.4,0,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",662791
2890,740,Columbia,Boone,'MO 740,'US 63 N,'S 20 T 48 N R 12 W,1976,0,6.4,0,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",662792
2891,740,Columbia,Boone,'MO 740,'US 63 S,'S 20 T 48 N R 12 W,1976,0,6.8,0,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",662793
2891,740,Columbia,Boone,'MO 740,'US 63 S,'S 20 T 48 N R 12 W,1976,0,6.8,0,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",662794
29218,63,Columbia,Boone,'US 63,'VANDIVER DR E,'S 1 T 48 N R 13 W,2002,0,9.7,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",662903
29218,63,Columbia,Boone,'US 63,'VANDIVER DR E,'S 1 T 48 N R 13 W,2002,0,9.7,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",662904
32089,63,Columbia ,Boone,'US 63,'DISCOVERY PKWY S,'S 33 T 48 N R 12 W,2007,0,6.1,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663309
32089,63,Columbia ,Boone,'US 63,'DISCOVERY PKWY S,'S 33 T 48 N R 12 W,2007,0,6.1,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663310
330,70,Missouri ,Boone,'IS 70,'SORRELS OVERPASS,'S 5 T 48 N R 13 W,1958,0,4.7,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",663520
330,70,Missouri ,Boone,'IS 70,'SORRELS OVERPASS,'S 5 T 48 N R 13 W,1958,0,4.7,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",663521
3312,63,Columbia ,Boone,'US 63,'OAKLAND GRAVEL RD,'S 29 T 49 N R 12 W,1986,0,9.2,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663538
3312,63,Columbia ,Boone,'US 63,'OAKLAND GRAVEL RD,'S 29 T 49 N R 12 W,1986,0,9.2,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663539
3313,63,Columbia ,Boone,'US 63,'PRATHERSVILLE RD,'S 19 T 49 N R 12 W,1986,0,9.5,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663540
3313,63,Columbia ,Boone,'US 63,'PRATHERSVILLE RD,'S 19 T 49 N R 12 W,1986,0,9.5,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663541
3314,63,Columbia ,Boone,'US 63,'WAGON TRAIL RD S,'S 18 T 49 N R 12 W,1985,0,9.3,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663550
3314,63,Columbia ,Boone,'US 63,'WAGON TRAIL RD S,'S 18 T 49 N R 12 W,1985,0,9.3,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663551
3315,763,Columbia ,Boone,'MO 763,'US 63 S,'S 13 T 49 N R 13 W,1985,0,8.6,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663553
3316,763,Columbia ,Boone,'MO 763,'US 63 N,'S 13 T 49 N R 13 W,1992,0,10,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663555
3354,,Columbia,Boone,'CST BROWN STATION RD,'US 63 N,'S 29 T 49 N R 12 W,1986,0,5.7,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Collector, Urban",663593
3355,,Columbia,Boone,'CST BROWN STATION RD,'US 63 S,'S 29 T 49 N R 12 W,1986,0,6.3,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Collector, Urban",663594
3356,B,Columbia,Boone,'RT B,'US 63 N,'S 32 T 49 N R 12 W,1986,0,7,0,Steel continuous,Stringer/Multi-beam or Girder,,"Minor Arterial, Urban",663598
3357,B,Columbia,Boone,'RT B,'US 63 S,'S 32 T 49 N R 12 W,1986,0,6.8,0,Steel continuous,Stringer/Multi-beam or Girder,,"Minor Arterial, Urban",663599
3358,63,Columbia,Boone,'US 63,'MEXICO GRAVEL RD,'S 33 T 49 N R 12 W,1984,0,8.5,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663600
3358,63,Columbia,Boone,'US 63,'MEXICO GRAVEL RD,'S 33 T 49 N R 12 W,1984,0,8.5,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663601
3359,63,Columbia,Boone,'US 63,'US 63C S,'S 5 T 48 N R 12 W,1986,0,12.4,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663602
3359,63,Columbia,Boone,'US 63,'US 63C S,'S 5 T 48 N R 12 W,1986,0,12.4,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663603
3361,,Columbia,Boone,'CST CLARK LN,'US 63 N,'S 8 T 48 N R 12 W,1992,0,30.1,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Local, Urban",663604
3361,,Columbia,Boone,'RP IS70E TO US63C,'US 63 N,'S 8 T 48 N R 12 W,1992,0,30.1,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",663605
3361,70,Columbia,Boone,'IS 70,'US 63 N,'S 8 T 48 N R 12 W,1992,0,30.1,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",663606
3361,,Columbia,Boone,'RP US63C TO IS70W,'US 63 N,'S 8 T 48 N R 12 W,1992,0,30.1,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",663607
3361,70,Columbia,Boone,'IS 70,'US 63 N,'S 8 T 48 N R 12 W,1992,0,30.1,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",663608
3362,70,Columbia,Boone,'IS 70,'US 63 S,'S 8 T 48 N R 12 W,1992,0,28.2,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",663609
3362,70,Columbia,Boone,'IS 70,'US 63 S,'S 8 T 48 N R 12 W,1992,0,28.2,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",663610
3362,,Columbia,Boone,'RP US63C TO IS70W,'US 63 S,'S 8 T 48 N R 12 W,1992,0,28.2,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",663611
3362,,Columbia,Boone,'CST CLARK LN,'US 63 S,'S 8 T 48 N R 12 W,1992,0,28.2,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Local, Urban",663612
3362,,Columbia,Boone,'RP IS70E TO US63C,'US 63 S,'S 8 T 48 N R 12 W,1992,0,28.2,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",663613
3363,,Columbia,Boone,'CST CONLEY RD,'US 63 N,'S 8 T 48 N R 12 W,1993,0,8.3,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Local, Urban",663616
3363,,Columbia,Boone,'US 63C,'US 63 N,'S 8 T 48 N R 12 W,1993,0,8.3,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663617
3364,,Columbia,Boone,'CST CONLEY RD,'US 63 S,'S 8 T 48 N R 12 W,1993,0,7.8,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Local, Urban",663618
3364,,Columbia,Boone,'US 63C,'US 63 S,'S 8 T 48 N R 12 W,1993,0,7.8,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",663619
33708,63,Cedar ,Boone,'US 63,'MO 163 S,'S 23 T 47 N R 12 W,2011,0,5.7,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Other, Rural",663646
33708,63,Cedar ,Boone,'US 63,'MO 163 S,'S 23 T 47 N R 12 W,2011,0,5.7,0,Prestressed concrete*,Stringer/Multi-beam or Girder,,"Principal Arterial - Other, Rural",663647
34363,70,Columbia ,Boone,'IS 70,'RT Z S,'S 7 T 48 N R 11 W,2013,0,6.9,0,Prestressed concrete*,Box Beam or Girders - Single or Spread,,"Principal Arterial - Interstate, Rural",663744
34363,70,Columbia ,Boone,'IS 70,'RT Z S,'S 7 T 48 N R 11 W,2013,0,6.9,0,Prestressed concrete*,Box Beam or Girders - Single or Spread,,"Principal Arterial - Interstate, Rural",663745
34762,70,Columbia,Boone,'LP 70,'RT B S,'S 6 T 48 N R 12 W,2014,0,2,0,Prestressed concrete*,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",663808
36,70,Missouri ,Boone,'IS 70,'MO 740 E,'S 10 T 48 N R 13 W,1958,0,6,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",663867
36,70,Missouri ,Boone,'IS 70,'MO 740 E,'S 10 T 48 N R 13 W,1958,0,6,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",663868
3629,J,Missouri ,Boone,'RT J,'IS 70 E,'S 9 T 48 N R 14 W,1985,0,3.7,0,Prestressed concrete*,Tee Beam,,"Major Collector, Rural",663870
3634,J,Missouri ,Boone,'RT J,'IS 70 W,'S 9 T 48 N R 14 W,1985,0,3.7,0,Prestressed concrete*,Tee Beam,,"Major Collector, Rural",663871
574,70,Columbia,Boone,'IS 70,'US 63C S,'S 8 T 48 N R 12 W,1961,0,6.6,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",664279
574,70,Columbia,Boone,'IS 70,'US 63C S,'S 8 T 48 N R 12 W,1961,0,6.6,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",664280
6178,763,Columbia,Boone,'MO 763,'IS 70 E,'S 1 T 48 N R 13 W,1957,0,5,0,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",664338
6180,70,Columbia,Boone,'IS 70,'RT B S,'S 6 T 48 N R 12 W,1957,0,5,0,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",664339
6180,70,Columbia,Boone,'IS 70,'RT B S,'S 6 T 48 N R 12 W,1957,0,5,0,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",664340
65,70,Missouri ,Boone,'IS 70,'MO 163 S,'S 1 T 48 N R 13 W,1957,0,5.2,0,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",664421
65,70,Missouri ,Boone,'IS 70,'MO 163 S,'S 1 T 48 N R 13 W,1957,0,5.2,0,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",664422
6549,,Columbia,Boone,'CST GARTH AVE,'IS 70 E,'S 1 T 48 N R 13 W,1957,0,3.4,0,Concrete continuous,Slab,,"Collector, Urban",664445
6586,70,Columbia ,Boone,'IS 70,'ST CHARLES RD E,'S 10 T 48 N R 12 W,1957,0,5.9,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",664470
6586,70,Columbia ,Boone,'IS 70,'ST CHARLES RD E,'S 10 T 48 N R 12 W,1957,0,5.9,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",664471
6599,70,Columbia,Boone,'IS 70,'RP IS70W TO LP70W,'S 5 T 48 N R 12 W,1957,0,5.6,0,Steel continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",664474
6658,763,Columbia,Boone,'MO 763,'IS 70 W,'S 1 T 48 N R 13 W,1957,0,5,0,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",664536
6683,70,Columbia,Boone,'LP 70,'IS 70 E,'S 2 T 48 N R 13 W,1957,0,5,0,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",664549
6684,,Columbia,Boone,'CST GARTH AVE,'IS 70 W,'S 1 T 48 N R 13 W,1957,0,3.4,0,Concrete continuous,Slab,,"Collector, Urban",664550
